#nanoseconds	topic	value
32000000000	simDERADC/house1_l107_tm_cooling_setpoint	76.5
32000000000	simDERADC/house2_l107_tm_heating_setpoint	73.5
32000000000	simDERADC/house2_l107_tm_cooling_setpoint	78.75
32000000000	simDERADC/house4_l107_tm_heating_setpoint	72.10000000000001
32000000000	simDERADC/house4_l107_tm_cooling_setpoint	75.75
32000000000	simDERADC/house5_l107_tm_heating_setpoint	72.10000000000001
32000000000	simDERADC/house5_l107_tm_cooling_setpoint	75.75
32000000000	simDERADC/house6_l107_tm_heating_setpoint	72.10000000000001
32000000000	simDERADC/house6_l107_tm_cooling_setpoint	76.5
32000000000	simDERADC/house7_l107_tm_heating_setpoint	71.4
32000000000	simDERADC/house7_l107_tm_cooling_setpoint	78.0
32000000000	simDERADC/house8_l107_tm_heating_setpoint	72.10000000000001
32000000000	simDERADC/house8_l107_tm_cooling_setpoint	78.0
32000000000	simDERADC/house9_l107_tm_heating_setpoint	71.4
32000000000	simDERADC/house9_l107_tm_cooling_setpoint	78.0
32000000000	simDERADC/house10_l107_tm_heating_setpoint	70.7
32000000000	simDERADC/house10_l107_tm_cooling_setpoint	78.75
32000000000	simDERADC/house11_l107_tm_heating_setpoint	72.8
32000000000	simDERADC/house11_l107_tm_cooling_setpoint	78.75
32000000000	simDERADC/house12_l107_tm_heating_setpoint	70.7
32000000000	simDERADC/house12_l107_tm_cooling_setpoint	78.75
32000000000	simDERADC/house13_l107_tm_heating_setpoint	72.10000000000001
32000000000	simDERADC/house13_l107_tm_cooling_setpoint	78.0
32000000000	simDERADC/PVinv_house8_l106_tm_P_Out	0.0
32000000000	simDERADC/PVinv_house8_l106_tm_Q_Out	0.0
32000000000	simDERADC/PVinv_house4_l107_tm_P_Out	0.0
32000000000	simDERADC/PVinv_house4_l107_tm_Q_Out	0.0
32000000000	simDERADC/PVinv_house12_l107_tm_P_Out	0.0
32000000000	simDERADC/PVinv_house12_l107_tm_Q_Out	0.0
32000000000	simDERADC/house0_wh_l106_tm_tank_setpoint	136.5
32000000000	simDERADC/house1_wh_l106_tm_tank_setpoint	133.9
32000000000	simDERADC/house3_wh_l106_tm_tank_setpoint	136.5
32000000000	simDERADC/house4_wh_l106_tm_tank_setpoint	132.6
32000000000	simDERADC/house5_wh_l106_tm_tank_setpoint	132.6
32000000000	simDERADC/house6_wh_l106_tm_tank_setpoint	135.20000000000002
32000000000	simDERADC/house7_wh_l106_tm_tank_setpoint	131.3
32000000000	simDERADC/house8_wh_l106_tm_tank_setpoint	135.20000000000002
32000000000	simDERADC/house9_wh_l106_tm_tank_setpoint	133.9
32000000000	simDERADC/house10_wh_l106_tm_tank_setpoint	136.5
32000000000	simDERADC/house11_wh_l106_tm_tank_setpoint	132.6
32000000000	simDERADC/house1_wh_l107_tm_tank_setpoint	132.6
32000000000	simDERADC/house4_wh_l107_tm_tank_setpoint	136.5
32000000000	simDERADC/house5_wh_l107_tm_tank_setpoint	135.20000000000002
32000000000	simDERADC/Binv_house0_l106_tm_P_Out	0.0
32000000000	simDERADC/Binv_house0_l106_tm_Q_Out	0.0
32000000000	simDERADC/Binv_house1_l106_tm_P_Out	0.0
32000000000	simDERADC/Binv_house1_l106_tm_Q_Out	0.0
32000000000	simDERADC/Binv_house4_l106_tm_P_Out	0.0
32000000000	simDERADC/Binv_house4_l106_tm_Q_Out	0.0
32000000000	simDERADC/Binv_house5_l106_tm_P_Out	0.0
32000000000	simDERADC/Binv_house5_l106_tm_Q_Out	0.0
32000000000	simDERADC/Binv_house6_l106_tm_P_Out	0.0
32000000000	simDERADC/Binv_house6_l106_tm_Q_Out	0.0
32000000000	simDERADC/Binv_house7_l106_tm_P_Out	0.0
32000000000	simDERADC/Binv_house7_l106_tm_Q_Out	0.0
32000000000	simDERADC/Binv_house8_l106_tm_P_Out	0.0
32000000000	simDERADC/Binv_house8_l106_tm_Q_Out	0.0
32000000000	simDERADC/Binv_house9_l106_tm_P_Out	0.0
32000000000	simDERADC/Binv_house9_l106_tm_Q_Out	0.0
32000000000	simDERADC/Binv_house11_l106_tm_P_Out	0.0
32000000000	simDERADC/Binv_house11_l106_tm_Q_Out	0.0
32000000000	simDERADC/Binv_house12_l106_tm_P_Out	0.0
32000000000	simDERADC/Binv_house12_l106_tm_Q_Out	0.0
32000000000	simDERADC/Binv_house13_l106_tm_P_Out	0.0
32000000000	simDERADC/Binv_house13_l106_tm_Q_Out	0.0
32000000000	simDERADC/Binv_house14_l106_tm_P_Out	0.0
32000000000	simDERADC/Binv_house14_l106_tm_Q_Out	0.0
32000000000	simDERADC/Binv_house1_l107_tm_P_Out	0.0
32000000000	simDERADC/Binv_house1_l107_tm_Q_Out	0.0
32000000000	simDERADC/Binv_house2_l107_tm_P_Out	0.0
32000000000	simDERADC/Binv_house2_l107_tm_Q_Out	0.0
32000000000	simDERADC/Binv_house3_l107_tm_P_Out	0.0
32000000000	simDERADC/Binv_house3_l107_tm_Q_Out	0.0
32000000000	simDERADC/Binv_house4_l107_tm_P_Out	0.0
32000000000	simDERADC/Binv_house4_l107_tm_Q_Out	0.0
32000000000	simDERADC/Binv_house6_l107_tm_P_Out	0.0
32000000000	simDERADC/Binv_house6_l107_tm_Q_Out	0.0
32000000000	simDERADC/Binv_house7_l107_tm_P_Out	0.0
32000000000	simDERADC/Binv_house7_l107_tm_Q_Out	0.0
32000000000	simDERADC/Binv_house10_l107_tm_P_Out	0.0
32000000000	simDERADC/Binv_house10_l107_tm_Q_Out	0.0
32000000000	simDERADC/Binv_house11_l107_tm_P_Out	0.0
32000000000	simDERADC/Binv_house11_l107_tm_Q_Out	0.0
32000000000	simDERADC/Binv_house12_l107_tm_P_Out	0.0
32000000000	simDERADC/Binv_house12_l107_tm_Q_Out	0.0
32000000000	simDERADC/Binv_house13_l107_tm_P_Out	0.0
32000000000	simDERADC/Binv_house13_l107_tm_Q_Out	0.0
32000000000	simDERADC/Binv_house14_l107_tm_P_Out	0.0
32000000000	simDERADC/Binv_house14_l107_tm_Q_Out	0.0
32000000000	GLD/house8_l106_tm_air_temperature	+71.248 degF
32000000000	GLD/house8_l106_tm_Qm	+785.167
32000000000	GLD/house8_l106_tm_Qa	+11508
32000000000	GLD/house8_l106_tm_Qi	+1570.33
32000000000	GLD/house8_l106_tm_hvac_load	+0.213069 kW
32000000000	GLD/house7_l106_tm_mass_temperature	+70.7633 degF
32000000000	GLD/house7_l106_tm_air_temperature	+70.9215 degF
32000000000	GLD/house7_l106_tm_Qm	+1042.1
32000000000	GLD/house7_l106_tm_Qa	+11764.9
32000000000	GLD/house7_l106_tm_Qi	+2084.2
32000000000	GLD/house7_l106_tm_hvac_load	+0.213069 kW
32000000000	GLD/house6_l106_tm_mass_temperature	+69.7828 degF
32000000000	GLD/house6_l106_tm_air_temperature	+69.9212 degF
32000000000	GLD/house6_l106_tm_Qm	+983.232
32000000000	GLD/house6_l106_tm_Qa	+11706.1
32000000000	GLD/house6_l106_tm_Qi	+1966.46
32000000000	GLD/house6_l106_tm_hvac_load	+0.213069 kW
32000000000	GLD/house5_l106_tm_mass_temperature	+68.1031 degF
32000000000	GLD/house5_l106_tm_air_temperature	+68.3127 degF
32000000000	GLD/house5_l106_tm_Qm	+1458.85
32000000000	GLD/house5_l106_tm_Qa	+22181.7
32000000000	GLD/house5_l106_tm_Qi	+2917.69
32000000000	GLD/house5_l106_tm_hvac_load	+0.213069 kW
32000000000	GLD/house4_l106_tm_mass_temperature	+71.4819 degF
32000000000	GLD/house4_l106_tm_air_temperature	+71.6674 degF
32000000000	GLD/house4_l106_tm_Qm	+1198.35
32000000000	GLD/house4_l106_tm_Qa	+21921.2
32000000000	GLD/house4_l106_tm_Qi	+2396.69
32000000000	GLD/house4_l106_tm_hvac_load	+0.213069 kW
32000000000	GLD/house3_l106_tm_mass_temperature	+71.2422 degF
32000000000	GLD/house3_l106_tm_air_temperature	+71.4363 degF
32000000000	GLD/house3_l106_tm_Qm	+975.762
32000000000	GLD/house3_l106_tm_Qa	+21698.6
32000000000	GLD/house3_l106_tm_Qi	+1951.52
32000000000	GLD/house3_l106_tm_hvac_load	+0.213069 kW
32000000000	GLD/house2_l106_tm_mass_temperature	+70.2023 degF
32000000000	GLD/house2_l106_tm_air_temperature	+70.3382 degF
32000000000	GLD/house2_l106_tm_hvac_load	+0.213069 kW
32000000000	GLD/house1_l106_tm_mass_temperature	+70.2419 degF
32000000000	GLD/house1_l106_tm_air_temperature	+70.4534 degF
32000000000	GLD/house1_l106_tm_Qm	+787.943
32000000000	GLD/house1_l106_tm_Qa	+21510.8
32000000000	GLD/house1_l106_tm_Qi	+1575.89
32000000000	GLD/house1_l106_tm_hvac_load	+0.213069 kW
32000000000	GLD/house0_l106_tm_mass_temperature	+70.352 degF
32000000000	GLD/house0_l106_tm_air_temperature	+70.566 degF
32000000000	GLD/house0_l106_tm_Qm	+786.072
32000000000	GLD/house0_l106_tm_Qa	+21508.9
32000000000	GLD/house0_l106_tm_Qi	+1572.14
32000000000	GLD/house0_l106_tm_hvac_load	+0.213069 kW
33000000000	GLD/house5_wh_l107_tm_temperature	+132.995 degF
33000000000	GLD/house4_wh_l107_tm_temperature	+139.794 degF
33000000000	GLD/house1_wh_l107_tm_temperature	+130.874 degF
33000000000	GLD/house11_wh_l106_tm_temperature	+137.588 degF
33000000000	GLD/house10_wh_l106_tm_temperature	+140.789 degF
33000000000	GLD/house9_wh_l106_tm_temperature	+135.996 degF
33000000000	GLD/house8_wh_l106_tm_temperature	+132.063 degF
33000000000	GLD/house7_wh_l106_tm_temperature	+140.193 degF
33000000000	GLD/house6_wh_l106_tm_temperature	+133.21 degF
33000000000	GLD/house5_wh_l106_tm_temperature	+131.873 degF
33000000000	GLD/house4_wh_l106_tm_temperature	+136.395 degF
33000000000	GLD/house3_wh_l106_tm_temperature	+140.595 degF
33000000000	GLD/house1_wh_l106_tm_temperature	+134.063 degF
33000000000	GLD/house0_wh_l106_tm_temperature	+141.892 degF
33000000000	GLD/meter_n150_measured_real_power	+2.13426e+06 W
33000000000	GLD/house13_l107_tm_mass_temperature	+70.8725 degF
33000000000	GLD/house13_l107_tm_air_temperature	+71.0883 degF
33000000000	GLD/house13_l107_tm_hvac_load	+0.213515 kW
33000000000	GLD/house12_l107_tm_mass_temperature	+71.3227 degF
33000000000	GLD/house12_l107_tm_air_temperature	+71.5454 degF
33000000000	GLD/house12_l107_tm_hvac_load	+0.213515 kW
33000000000	GLD/house11_l107_tm_mass_temperature	+69.7228 degF
33000000000	GLD/house11_l107_tm_air_temperature	+69.8964 degF
33000000000	GLD/house11_l107_tm_hvac_load	+0.213515 kW
33000000000	GLD/house10_l107_tm_mass_temperature	+69.0525 degF
33000000000	GLD/house10_l107_tm_air_temperature	+69.2036 degF
33000000000	GLD/house10_l107_tm_hvac_load	+0.213515 kW
33000000000	GLD/house9_l107_tm_mass_temperature	+68.1921 degF
33000000000	GLD/house9_l107_tm_air_temperature	+68.4087 degF
33000000000	GLD/house9_l107_tm_hvac_load	+0.213515 kW
33000000000	GLD/house8_l107_tm_mass_temperature	+71.0924 degF
33000000000	GLD/house8_l107_tm_air_temperature	+71.2886 degF
33000000000	GLD/house8_l107_tm_hvac_load	+0.213515 kW
33000000000	GLD/house7_l107_tm_mass_temperature	+71.5323 degF
33000000000	GLD/house7_l107_tm_air_temperature	+71.7 degF
33000000000	GLD/house7_l107_tm_hvac_load	+0.213515 kW
33000000000	GLD/house6_l107_tm_mass_temperature	+68.3953 degF
33000000000	GLD/house6_l107_tm_air_temperature	+68.5849 degF
33000000000	GLD/house6_l107_tm_hvac_load	+0.213515 kW
33000000000	GLD/house5_l107_tm_mass_temperature	+68.8026 degF
33000000000	GLD/house5_l107_tm_air_temperature	+69.0479 degF
33000000000	GLD/house5_l107_tm_Qm	+807.873
33000000000	GLD/house5_l107_tm_Qa	+21530.7
33000000000	GLD/house5_l107_tm_Qi	+1615.75
33000000000	GLD/house5_l107_tm_hvac_load	+0.213515 kW
33000000000	GLD/house4_l107_tm_mass_temperature	+68.1022 degF
33000000000	GLD/house4_l107_tm_air_temperature	+68.3414 degF
33000000000	GLD/house4_l107_tm_Qm	+1163.66
33000000000	GLD/house4_l107_tm_Qa	+21886.5
33000000000	GLD/house4_l107_tm_Qi	+2327.32
33000000000	GLD/house4_l107_tm_hvac_load	+0.213515 kW
33000000000	GLD/house2_l107_tm_mass_temperature	+70.9728 degF
33000000000	GLD/house2_l107_tm_air_temperature	+71.2151 degF
33000000000	GLD/house2_l107_tm_hvac_load	+0.213515 kW
33000000000	GLD/house1_l107_tm_mass_temperature	+70.6529 degF
33000000000	GLD/house1_l107_tm_air_temperature	+70.9094 degF
33000000000	GLD/house1_l107_tm_Qm	+949.107
33000000000	GLD/house1_l107_tm_Qa	+21671.9
33000000000	GLD/house1_l107_tm_Qi	+1898.21
33000000000	GLD/house1_l107_tm_hvac_load	+0.213515 kW
33000000000	GLD/house0_l107_tm_mass_temperature	+71.3029 degF
33000000000	GLD/house0_l107_tm_air_temperature	+71.4654 degF
33000000000	GLD/house0_l107_tm_hvac_load	+0.213515 kW
33000000000	GLD/house14_l106_tm_mass_temperature	+69.5525 degF
33000000000	GLD/house14_l106_tm_air_temperature	+69.8251 degF
33000000000	GLD/house14_l106_tm_Qa	+22165.7
33000000000	GLD/house14_l106_tm_hvac_load	+6.10854 kW
33000000000	GLD/house13_l106_tm_mass_temperature	+68.273 degF
33000000000	GLD/house13_l106_tm_air_temperature	+68.548 degF
33000000000	GLD/house13_l106_tm_hvac_load	+0.213069 kW
33000000000	GLD/house12_l106_tm_mass_temperature	+70.3538 degF
33000000000	GLD/house12_l106_tm_air_temperature	+70.5582 degF
33000000000	GLD/house12_l106_tm_hvac_load	+0.213069 kW
33000000000	GLD/house11_l106_tm_mass_temperature	+69.1128 degF
33000000000	GLD/house11_l106_tm_air_temperature	+69.2796 degF
33000000000	GLD/house11_l106_tm_Qm	+1136.2
33000000000	GLD/house11_l106_tm_Qa	+11859
33000000000	GLD/house11_l106_tm_Qi	+2272.4
33000000000	GLD/house11_l106_tm_hvac_load	+0.213069 kW
33000000000	GLD/house10_l106_tm_mass_temperature	+71.0729 degF
33000000000	GLD/house10_l106_tm_air_temperature	+71.3014 degF
33000000000	GLD/house10_l106_tm_Qm	+917.202
33000000000	GLD/house10_l106_tm_Qa	+21640
33000000000	GLD/house10_l106_tm_Qi	+1834.4
33000000000	GLD/house10_l106_tm_hvac_load	+0.213069 kW
33000000000	GLD/house9_l106_tm_mass_temperature	+69.4828 degF
33000000000	GLD/house9_l106_tm_air_temperature	+69.729 degF
33000000000	GLD/house9_l106_tm_Qm	+1250.08
33000000000	GLD/house9_l106_tm_Qa	+21972.9
33000000000	GLD/house9_l106_tm_Qi	+2500.17
33000000000	GLD/house9_l106_tm_hvac_load	+0.213069 kW
33000000000	GLD/house8_l106_tm_mass_temperature	+71.083 degF
33000000000	GLD/house8_l106_tm_air_temperature	+71.2535 degF
33000000000	GLD/house8_l106_tm_Qm	+785.181
33000000000	GLD/house8_l106_tm_Qa	+11508
33000000000	GLD/house8_l106_tm_Qi	+1570.36
33000000000	GLD/house8_l106_tm_hvac_load	+0.213069 kW
33000000000	GLD/house7_l106_tm_mass_temperature	+70.7634 degF
33000000000	GLD/house7_l106_tm_air_temperature	+70.9267 degF
33000000000	GLD/house7_l106_tm_Qm	+1042.09
33000000000	GLD/house7_l106_tm_Qa	+11764.9
33000000000	GLD/house7_l106_tm_Qi	+2084.19
33000000000	GLD/house7_l106_tm_hvac_load	+0.213069 kW
33000000000	GLD/house6_l106_tm_mass_temperature	+69.783 degF
33000000000	GLD/house6_l106_tm_air_temperature	+69.9257 degF
33000000000	GLD/house6_l106_tm_Qm	+983.259
33000000000	GLD/house6_l106_tm_Qa	+11706.1
33000000000	GLD/house6_l106_tm_Qi	+1966.52
33000000000	GLD/house6_l106_tm_hvac_load	+0.213069 kW
33000000000	GLD/house5_l106_tm_mass_temperature	+68.1033 degF
33000000000	GLD/house5_l106_tm_air_temperature	+68.3193 degF
33000000000	GLD/house5_l106_tm_Qm	+1458.86
33000000000	GLD/house5_l106_tm_Qa	+22181.7
33000000000	GLD/house5_l106_tm_Qi	+2917.72
33000000000	GLD/house5_l106_tm_hvac_load	+0.213069 kW
33000000000	GLD/house4_l106_tm_mass_temperature	+71.482 degF
33000000000	GLD/house4_l106_tm_air_temperature	+71.6735 degF
33000000000	GLD/house4_l106_tm_Qm	+1198.34
33000000000	GLD/house4_l106_tm_Qa	+21921.2
33000000000	GLD/house4_l106_tm_Qi	+2396.68
33000000000	GLD/house4_l106_tm_hvac_load	+0.213069 kW
33000000000	GLD/house3_l106_tm_mass_temperature	+71.2423 degF
33000000000	GLD/house3_l106_tm_air_temperature	+71.4434 degF
33000000000	GLD/house3_l106_tm_Qm	+975.75
33000000000	GLD/house3_l106_tm_Qa	+21698.6
33000000000	GLD/house3_l106_tm_Qi	+1951.5
33000000000	GLD/house3_l106_tm_hvac_load	+0.213069 kW
33000000000	simDERADC/house0_l106_tm_heating_setpoint	72.8
33000000000	simDERADC/house0_l106_tm_cooling_setpoint	78.75
33000000000	simDERADC/house1_l106_tm_heating_setpoint	72.10000000000001
33000000000	simDERADC/house1_l106_tm_cooling_setpoint	76.5
33000000000	simDERADC/house2_l106_tm_heating_setpoint	71.4
33000000000	simDERADC/house2_l106_tm_cooling_setpoint	78.0
33000000000	simDERADC/house3_l106_tm_heating_setpoint	73.5
33000000000	simDERADC/house3_l106_tm_cooling_setpoint	76.5
33000000000	simDERADC/house4_l106_tm_heating_setpoint	72.8
33000000000	simDERADC/house4_l106_tm_cooling_setpoint	75.75
33000000000	simDERADC/house5_l106_tm_heating_setpoint	72.10000000000001
33000000000	simDERADC/house5_l106_tm_cooling_setpoint	77.25
33000000000	simDERADC/house6_l106_tm_heating_setpoint	72.8
33000000000	simDERADC/house6_l106_tm_cooling_setpoint	76.5
33000000000	simDERADC/house7_l106_tm_heating_setpoint	70.7
33000000000	simDERADC/house7_l106_tm_cooling_setpoint	77.25
33000000000	simDERADC/house8_l106_tm_heating_setpoint	72.8
33000000000	simDERADC/house8_l106_tm_cooling_setpoint	75.75
33000000000	simDERADC/house9_l106_tm_heating_setpoint	72.10000000000001
33000000000	simDERADC/house9_l106_tm_cooling_setpoint	78.0
33000000000	simDERADC/house10_l106_tm_heating_setpoint	73.5
33000000000	simDERADC/house10_l106_tm_cooling_setpoint	76.5
33000000000	simDERADC/house11_l106_tm_heating_setpoint	72.10000000000001
33000000000	simDERADC/house11_l106_tm_cooling_setpoint	78.75
33000000000	simDERADC/house12_l106_tm_heating_setpoint	72.8
33000000000	simDERADC/house12_l106_tm_cooling_setpoint	76.5
33000000000	simDERADC/house13_l106_tm_heating_setpoint	72.8
33000000000	simDERADC/house13_l106_tm_cooling_setpoint	76.5
33000000000	simDERADC/house14_l106_tm_heating_setpoint	71.4
33000000000	simDERADC/house14_l106_tm_cooling_setpoint	75.75
33000000000	simDERADC/house0_l107_tm_heating_setpoint	71.4
33000000000	simDERADC/house0_l107_tm_cooling_setpoint	77.25
33000000000	simDERADC/house1_l107_tm_heating_setpoint	71.4
33000000000	simDERADC/house1_l107_tm_cooling_setpoint	76.5
33000000000	simDERADC/house2_l107_tm_heating_setpoint	71.4
33000000000	simDERADC/house2_l107_tm_cooling_setpoint	78.75
33000000000	simDERADC/house4_l107_tm_heating_setpoint	73.5
33000000000	simDERADC/house4_l107_tm_cooling_setpoint	76.5
33000000000	simDERADC/house5_l107_tm_heating_setpoint	72.10000000000001
33000000000	simDERADC/house5_l107_tm_cooling_setpoint	77.25
33000000000	simDERADC/house6_l107_tm_heating_setpoint	72.10000000000001
33000000000	simDERADC/house6_l107_tm_cooling_setpoint	76.5
33000000000	simDERADC/house7_l107_tm_heating_setpoint	73.5
33000000000	simDERADC/house7_l107_tm_cooling_setpoint	75.75
33000000000	simDERADC/house8_l107_tm_heating_setpoint	73.5
33000000000	simDERADC/house8_l107_tm_cooling_setpoint	75.75
33000000000	simDERADC/house9_l107_tm_heating_setpoint	71.4
33000000000	simDERADC/house9_l107_tm_cooling_setpoint	78.0
33000000000	simDERADC/house10_l107_tm_heating_setpoint	72.8
33000000000	simDERADC/house10_l107_tm_cooling_setpoint	75.75
33000000000	simDERADC/house11_l107_tm_heating_setpoint	73.5
33000000000	simDERADC/house11_l107_tm_cooling_setpoint	77.25
33000000000	simDERADC/house12_l107_tm_heating_setpoint	71.4
33000000000	simDERADC/house12_l107_tm_cooling_setpoint	77.25
33000000000	simDERADC/house13_l107_tm_heating_setpoint	73.5
33000000000	simDERADC/house13_l107_tm_cooling_setpoint	78.75
33000000000	simDERADC/PVinv_house8_l106_tm_P_Out	0.0
33000000000	simDERADC/PVinv_house8_l106_tm_Q_Out	0.0
33000000000	simDERADC/PVinv_house4_l107_tm_P_Out	0.0
33000000000	simDERADC/PVinv_house4_l107_tm_Q_Out	0.0
33000000000	simDERADC/PVinv_house12_l107_tm_P_Out	0.0
33000000000	simDERADC/PVinv_house12_l107_tm_Q_Out	0.0
33000000000	simDERADC/house0_wh_l106_tm_tank_setpoint	132.6
33000000000	simDERADC/house1_wh_l106_tm_tank_setpoint	132.6
33000000000	simDERADC/house3_wh_l106_tm_tank_setpoint	136.5
33000000000	simDERADC/house4_wh_l106_tm_tank_setpoint	131.3
33000000000	simDERADC/house5_wh_l106_tm_tank_setpoint	136.5
33000000000	simDERADC/house6_wh_l106_tm_tank_setpoint	132.6
33000000000	simDERADC/house7_wh_l106_tm_tank_setpoint	132.6
33000000000	simDERADC/house8_wh_l106_tm_tank_setpoint	133.9
33000000000	simDERADC/house9_wh_l106_tm_tank_setpoint	135.20000000000002
33000000000	simDERADC/house10_wh_l106_tm_tank_setpoint	132.6
33000000000	simDERADC/house11_wh_l106_tm_tank_setpoint	132.6
33000000000	simDERADC/house1_wh_l107_tm_tank_setpoint	136.5
33000000000	simDERADC/house4_wh_l107_tm_tank_setpoint	133.9
33000000000	simDERADC/house5_wh_l107_tm_tank_setpoint	132.6
33000000000	simDERADC/Binv_house0_l106_tm_P_Out	0.0
33000000000	simDERADC/Binv_house0_l106_tm_Q_Out	0.0
33000000000	simDERADC/Binv_house1_l106_tm_P_Out	0.0
33000000000	simDERADC/Binv_house1_l106_tm_Q_Out	0.0
33000000000	simDERADC/Binv_house4_l106_tm_P_Out	0.0
33000000000	simDERADC/Binv_house4_l106_tm_Q_Out	0.0
33000000000	simDERADC/Binv_house5_l106_tm_P_Out	0.0
33000000000	simDERADC/Binv_house5_l106_tm_Q_Out	0.0
33000000000	simDERADC/Binv_house6_l106_tm_P_Out	0.0
33000000000	simDERADC/Binv_house6_l106_tm_Q_Out	0.0
33000000000	simDERADC/Binv_house7_l106_tm_P_Out	0.0
33000000000	simDERADC/Binv_house7_l106_tm_Q_Out	0.0
33000000000	simDERADC/Binv_house8_l106_tm_P_Out	0.0
33000000000	simDERADC/Binv_house8_l106_tm_Q_Out	0.0
33000000000	simDERADC/Binv_house9_l106_tm_P_Out	0.0
33000000000	simDERADC/Binv_house9_l106_tm_Q_Out	0.0
33000000000	simDERADC/Binv_house11_l106_tm_P_Out	0.0
33000000000	simDERADC/Binv_house11_l106_tm_Q_Out	0.0
33000000000	simDERADC/Binv_house12_l106_tm_P_Out	0.0
33000000000	simDERADC/Binv_house12_l106_tm_Q_Out	0.0
33000000000	simDERADC/Binv_house13_l106_tm_P_Out	0.0
33000000000	simDERADC/Binv_house13_l106_tm_Q_Out	0.0
33000000000	simDERADC/Binv_house14_l106_tm_P_Out	0.0
33000000000	simDERADC/Binv_house14_l106_tm_Q_Out	0.0
33000000000	simDERADC/Binv_house1_l107_tm_P_Out	0.0
33000000000	simDERADC/Binv_house1_l107_tm_Q_Out	0.0
33000000000	simDERADC/Binv_house2_l107_tm_P_Out	0.0
33000000000	simDERADC/Binv_house2_l107_tm_Q_Out	0.0
33000000000	simDERADC/Binv_house3_l107_tm_P_Out	0.0
33000000000	simDERADC/Binv_house3_l107_tm_Q_Out	0.0
33000000000	simDERADC/Binv_house4_l107_tm_P_Out	0.0
33000000000	simDERADC/Binv_house4_l107_tm_Q_Out	0.0
